categories,text,stars
Restaurants,"I like this place. It is a classic BERTOS chain. I always get the bean and cheese burrito. The only thing I would change would be please improve your RED sauce! Red sauce is kinda iffy each time and wish the red sauce was tastier. Also the workers are very friendly. They don't speak too much English, (hablan un poco pero no entienden mucho del inglés). Also please wear gloves when preparing the food!!",3
Restaurants,"I was there nearly two weeks ago and ordered a chicken burrito. They asked if I wanted grilled chicken and I said yes. I took it home and ate it. It was a good size, so I was psyched. But the chicken wasn't grilled. It was like chicken that is par-boiled. That didn't bother me too much, but what DID bother me was that I bit into TWO chicken bones! Needless to say, I was not pleased. Not sure if I'll ever go back. Too bad, because it was my first time.",3
Restaurants,Been there a lot in the last year. My husband is addicted to the fish tacos and I have a love affair with the the rolled tacos!,5
Local Flavor,"The Pittsburgh Skyline - that iconic view of downtown (mostly photographed from Mt. Washington) was once a hallmark of Pittsburgh, something at which was naturally beautiful to look now suffers from a scorching case of corporate herpes.

I noticed this because today (Aug 17), Bing.com's homepage was a very old late evening photograph of downtown from Grandview Ave, complete with a full moon hovering slightly above and to the left of the USS Tower.

For those of you who don't know: Corporate Herpes is a condition caused by a city whoring out its skyline to the corporate dicks located within the city. Corporations leave their mark forever to be seen on the skyline in the form of logos or names. They scream out ""Yeah, I hit that!"" While everyone else is thinking, ""I DON'T CARE"".

So thanks to Highmark, UPMC, Reed Smith and other ambulance chasers, BNY Mellon and all others for overcompensating.",2
Local Flavor,"Our skyline has to be one of the most beautiful skylines in the country. It's a mixture of concrete, steel, glass, limestone, aluminum and lights. 

The tallest building is the US Steel tower which is the building that has UPMC's name in screaming white letters. It's 64 stories and 841 feet tall. Originally, US Steel wanted to build the tallest building in the world when their new headquarters was being designed, but due to costs and decline in the steel industry, it was scaled back. It's built with a steel invented by US Steel called Cor-ten, the outer skeleton is actually rust, and as the building ages that rust becomes harder, stronger and darker, and non-corrosive. The university of Pittsburgh Medical Center is the largest tenant and had their logo put on top of the building in 2008.

The second tallest building is the 54 story, 750 foot tall BNY-Mellon center. Originally built to be the home of Dravo, before the building was even completed Dravo moved their headquarters to Tennessee and Mellon Bank bought it and was headquartered there. Mellon merged with the Bank of New York and the headquarters moved to Manhattan. BNY-Mellon center is the local headquarters for that company and 3200 people are employed here for that company.

In 1985 the city went through a huge building boom, such buildings as 5th Avenue Place, Federated Investors, and what is now the Westin Convention Center Hotel were changing the Skyline. But, the crown jewel was the forty story, 660 foot tall PPG Place. It's actually 5 buildings, 1 PPG place is the tallest building, 2 PPG place is fourteen stores and buildings 3 through 5 are all five stories. A mixed use building, it's home to shops, restaurants, and office space. It's the home of PPG Industries, formerly the Pittsburgh Plate Glass Company. Founded in 1883, at one time PPG out produced all the glass manufacturers in the United States by a 2-1 margin. Over a million square feet of glass cover those five buildings. The HJ Heinz corporation is a major tenant at PPG Place. The decorative spires that adorn the roofs of all five buildings were inspired by Parliament's spires in England.

When looking at the Skyline from Mt Washington along the river fronts edge you'll see a row of smaller, older buildings called First Side. Many of these buildings were built after the 1845 great fire, which destroyed much of the area today known as downtown. First side is a reminder of how downtown looked in the late 1800's.

There has been a great debate about the corporations in the city putting their names and logos on the buildings. recently, UPMC, Highmark, PNC Bank, First Niagara, Reed-Smith, BNY-Mellon, K&L Gates, and Citizens Bank have added to the ""sky-graffiti"" of the skyline. Some people love it, saying it give Pittsburgh that big town feel, while other say it distracts from the beauty of the architecture. It's an ongoing debate. 

The skyline will be changing by 2014 when the new 40 story PNC bank international headquarters will be built. PNC promises it will be the ""greenest"" building in the world.

The Grant Building was Pittsburgh's first skyscraper, completed in 1930, it's 485 feet tall, with 37 stories. This iconic building is known for the beacon on top. At night, the beacon comes to life blinking the word ""Pittsburgh"" in morse code. 

Other iconic buildings in downtown are the art deco Gulf Tower and Koppers Building. Each building has unique lighting. For many years the Gulf Tower with it's pyramid shaped top would light up at night in either orange or blue, (the corporate colors of Gulf Oil) orange meaning fare weather, blue meant fowl weather. It's 44 stories and 585 feet tall, and was completed in 1932. The Koppers building has 34 stories and is 475 feet tall. It's chateauesque style roof makes this building one of a kind. These two buildings along with the Grant Building were the tallest building in the city until 1969 when the US Steel tower was completed. 

Yes, we have a unique skyline, one that is a mixture of old and new, glass and steel, at one time the two top industries in the city. What a beautiful city we have. The most livable in America!",5
Local Flavor,"It gives me tingles and chills each time I approach Pittsburgh and pop out of the tunnel and start to see the familiar skyline that boasts the stadiums that house the Steelers and Pirates and you see why it is called three rivers.....You see bridges, buildings, iconic things like the incline and the point.  You start to imagine the people and events that are taking place in the heart of the city.  It makes me yearn for chipped ham, pierogis, beer, and small talk with the various polish, Slovak, and Italian grandmas and grandpas......makes me thirsty to swill a rolling rock or iron city with some of the colorful characters that reside in this little treasure of a city and have probably resided there their entire lifetime.  You can walk into so many little neighborhood bars in all the cool little suburbs and it is like time has stopped....

I have traveled through many cities and this always remains one of the most impressive skylines I have seen.  There is nothing quite like a little river town....Sure it may not be the most shiny or newest but it will always be the house that built me.",5
Local Flavor,"Amazing looking city.  Pain in the ass to drive in with all the zig zag streets but from afar its dope!  Lots of gritty, old buildings with a touch of modern here and there.  Now, just gotta do something about all the Stiller fans...",5
Local Flavor,"I recently was told by a visiting assist I interviewed that ""Pittsburgh had a soul you can see"". How amazing is that? From the North Shore,  PNC Park or Mt. Washington,  the view never disappoints. You can walk from one side of the city to another in 20 mimes and see why Hollywood had made so many movies here recently.",5
Restaurants,"I really don't expect much out of a food-court place, but even so, this place was pretty disappointing.

First off, I was planning on ordering a brisket plate with mac-and-cheese and hushpuppies, and an iced tea. They were out of brisket, out of mac-and-cheese, and had discontinued the hushpuppies even though they were still on the menu. Oh yeah, and there was no iced tea and no ice (they did refill the ice). So zero percent of what I wanted was available.

I ended up ordering pulled chicken, with mashed potatoes and corn on the cob. The chicken was pretty dry and tasteless, even with the rub, and the sauce was pretty bland. The mashed potatoes were old, and had some kind of weird skin (not a potato skin, more like the skin you see on pudding). The corn on the cob was actually ok.

To their credit, they did give me a discounted price because of everything being unavailable.

If you're stuck eating at the food court at the outlets, I'd suggest going to one of the safer places, like the Chinese place, or the sandwich place.",1
Restaurants,Van is a huge asset to this business.  He is always friendly & helpful.,5
Restaurants,"I should have known better. Or at least expected less. Pork was extremely bland and hush puppies were so dense they were barely cooked. Mac-n-cheese, however, was decent enough.",2
Restaurants,Fact: All the food comes from Walmart!,1
Restaurants,"I agree with the other reviews that the sides are lacking, specially in flavor. Pork and brisket were surprisingly good and I really liked the chipotle BBQ sauce.",3
Restaurants,"I don't normally feel the need to write a review, but we stopped in to grab some ""memphis rub bbq"" the other day while passing through. Sounded good, slow-roasted memphis rub bbq, right??.  NOT.  This was without a doubt nothing more than boiled meat with regular bbq sauce on top. Bland, watery, stringy boiled meat. The entire family felt the same way. I think what bothers me the most is the very obvious lack of care and effort in making ""bbq"" and then charging $9 for a ""platter"" that consists of scant portions of ordinary potato salad (walmart or costco came to mind) and a few tablespoons of baked beans (which were the best part of the meal). I don't like being ripped off, and definitely felt this place is out to rip off people. NO effort whatsoever to try and make realy bbq.This is NOT slow roased ""memphis rub bbq"". It is boiled meat in water. Horrible.",1
Restaurants,"BBQ sauce was good and so were the sides. A bit of sweet and a bit of spice. Not bad at all and we will be back. The sides are a bit lacking, but, add more sauce to the beans and they're MUCH better. Try the coleslaw on the pulled pork...very nice.",3
Restaurants,Horrible service!  Waited 45 mins just to order and we are the ONLY customers here. Terrible nut from reading the reviews I am happy to take my business elsewhere.,1
Restaurants,"Blah, bland, flavorless pulled chicken. Needs bar b que sauce to make it edible. Brisket was probably boiled as well. Corn on the cob was mooshy. Mashed potatoes were of the instant flavor variety.. Service was friendly. Won't eat here again.",2
Arts & Entertainment,"I brought my 21 and 15 year old daughters.  We brought some wine and sparkling cider.   It was a great girls night out.  I would have been just as fun with some girlfriends.  The teachers were patient, helpful, positive, and didn't rush us.  We had a great time!",5
Arts & Entertainment,"A friend and I bought a deal for it and now we're hooked. The owners are extremely nice and helpful. The teachers are great, they take time to make sure you understand how to do things and make it easy even if you aren't the best artist or an artist at all. I would highly recommend this place to anyone looking for a girls night out or even a date night.",5
Arts & Entertainment,"Paint and party is a great place to spend a few hours of your night painting and having a few beers or glasses of wine.  We picked our own painting to paint, but typically, the artist has one piece of art that everyone paints and the artist goes over each step with you to completion.  Staff is very nice.  Good deal.",4
Arts & Entertainment,"A couple of friends and I went to Paint and Party last night and had a BLAST!  The women there were great hostesses and helpful as instructors.  We all left there with paintings we were proud to call our own.  Everyone is planning on going back with more friends as well as our kids.  I highly recommend this fun, creative experience!",5
Arts & Entertainment,went with my girlfriend and we convinced out boyfriends to come!  it was so much fun.  we all brought wine and painted pix and just had a lovely time.  we totally took over. it was small and the staff was so friendly.  Love it.,5
Arts & Entertainment,Had my daughters 10th bday party there and it was great. I  would recommend this place to anyone..,5
Arts & Entertainment,"What's really amazing about paint and party is that you can go there was no artistic ability whatsoever and still come away with a great painting.  I had never painted before in my life but the instructors walk you through step-by-step so that you really can't make any kind of serious mistake.  The end result is that you have a painting that you can actually impress people with.

As far as it being a party, that depends on whether you go as a group or whether it's just you and a friend.  If it's just you and a friend it's going to end up being more of a painting class than a  party.  But it's still an enjoyable time and I highly recommend it.",5
Arts & Entertainment,I have been to Paint and Party numerous times and love it more and more every time!! Donna is amazingly helpful and always has a smile! The Morelli's love love this place and will continue going!!!,5
Arts & Entertainment,This is a fun and unique way to play in Las Vegas. The instructor was wonderful at giving guidance and direction as we completed our masterpieces. She was great at reminding us it was about having fun. All the supplies and materials were provided (except the bottle of wine). It was fun to be able to leave with a nice painting to hang on the wall as a memento. A great place that I would recommend to anyone visiting Vegas. A great alternative to the hustle and bustle of The Strip.,5
Arts & Entertainment,"This was such a fun experience! It was our first time ever doing this since art class in 3rd grade!

We worked with Donna during ""open paint"" and had such a nice time. We went during an afternoon and timed it perfectly so we had the place to ourselves (we didn't want to be amongst children).  It was like our own private studio and private lesson. 

They supply everything from ideas/inspiration to canvas, supplies, and smocks.  We did not have to set up or clean up, it was awesome! The music was relaxing and we were in our own little world. 

Although you cannot drink alcohol here, that was not a problem. There is no time to drink and I realized that even if I did have a glass of wine at my painting station, I would not drink it because I wouldn't want to screw up my painting and my paint brush would probably end up in my wine glass! We had brought our own waters and I maybe took two sips in the 3 hours we were there. I was so focused, I forgot to hydrate!  However, we did go have a drink afterwards! 

If you have questions or concerns just call them, they are super friendly and very accommodating.",5
Arts & Entertainment,I had so much fun painting for the first time!  Donna is so sweet and helpful!  This is such a fun activity to do with friends or with a date.  I would definitely do this again!,5
Arts & Entertainment,"I haven't picked up a paintbrush since like, Kindergarten, but this was so much fun!  I was a little intimidated at first, but with help from Donna and Matt, I created a painting that I am very proud of.  Relaxed, fun environment and you can create whatever you wish - you don't have to stick with the ""painting of the day"".  

My friend and I went over the scheduled time, but Donna and Matt were willing to stay the extra few minutes and help us to finish up so we wouldn't have to come back another day - that was very nice.  I love that all the set up and clean up is done for you and also that they have a permanent studio instead of mobile locations.  

The only improvements I would make would be to have the ""instructors"" do more instructing - there were times I felt a bit lost and there were 8 or 10 of us to just 2 instructors and everyone was painting something different so all of us were looking for individual help.  But when I DID get the help, Matt was great about showing and demonstrating the different strokes and techniques that I wanted to achieve.

A very fun girls night and I look forward to bringing my kiddos here - they will love it!",4
Arts & Entertainment,"My wife and I came here in July 2013.  Although neither of us had much experience painting, with Donna's guidance we produced paintings better than we expected we were capable of.  The price was extremely reasonable as well.  I highly recommend for children, adults, couples, parties, etc.  Hope to be back when next in Vegas.",5
Arts & Entertainment,"My first and only experience with Paint and Party was at the Yelper Party: 89XXXhibition Event.  

They were set up immediately to the left when you walked in, so it was hard not to miss.  When we arrived, no one was painting yet as I think most people were a bit shy to be first.  But by the time we returned, there was definitely a wait to get a seat.

They had small canvases set up, along with a smock to keep your clothes clean and they provided you with all the other necessary materials like paint colors, paper towels, and paintbrushes.  This was an open painting session - so you can paint whatever you wanted.  The staff walked around to assist you with any other things you might need and were quick about getting each station set up for the next person waiting.

The Husband and I had such a great time and spent most of our evening here.  As a result, we started looking into other painting activities.  I recently came across their brick and mortar location on Eastern near the Regal Colonnade Theater.  They also do private parties and can bring everything to you.  The Husband spent a bit more time talking to the staff and thought they were great.  Definitely a company we'll consider visiting again.",4
Arts & Entertainment,"I came here for my girl friend's birthday. She decided to celebrate her bday in a deferent way this year. It was my first time to paint on canvas.  Everything was prepared before we arrived. (Brushes, color paint, canvases) I have to admit I have no talent in drawing, painting and whatever. However, instructor made everything seemed easy! She showed us step by step. Time went fast. An hour and half passed, and I had my first painting in front of me. It came out pretty good! I was very proud of myself. Everyone in our group had tons of fun. We all got a very good deal from groupon. Class was hold inside Havanna. So, I got to eat, drinking sangria, and paint at the same time. It was a great experience!",5
Arts & Entertainment,"I have now been to their studio two times for painting parties.   The first time I went it was taking my daughter to a kids painting party.  I was very impressed at the amount of time and patience they gave to each and every kid (Party of 14).  We had kids (ok adults too) who were afraid to pick up the brush and swore they cant even draw a stick man. (Yes that was me the adult).   Donna gives such clear instructions that there is no way you can not turn out your very own masterpiece!     

The second time i went it was an adult ladies party.   I had a little more confidence this time around and tried something a little more daring.   Yes I did a beach scene.   I just knew I was going to come home and toss it in the trash.    That painting is now hanging in my husbands office at his work.    Even I am proud of the work that I was able to create.    

Now understand none of this is something I could have or would have done alone.   Donna is wonderful and showing a stroke and then letting you do it.   She helps you to think outside of the box!    

Thanks Paint and Party, I look forward to visiting you again!",5
Arts & Entertainment,This is the first time I had done this and had a lot of fun.  Went for a bachelorette party and actually painted a fairly good painting for my first time.  Had good instruction. I would definitely do it again.,4
Arts & Entertainment,The artist was very helpful and allowed the group (of 8) to paint different paintings from one another. She balanced the unique demands of each person and supplied paint refills as needed. The vibe is relaxed and a good environment for kids and groups. They are no frills so don't expect wine as most painting parties have.,4
Arts & Entertainment,"Had a great time out with the girls! A great idea for getting together and getting creative! Donna the owner is really helpful and sweet. She let each of us choose which painting we wanted. Great experience, will definitely go back!",5
Arts & Entertainment,"I enjoyed my first visit so much, I brought the family with me this time. It was the kids 13th birthday and we ordered pizza which was delivered and had root beer floats for lunch after we did our painting. I wasn't sure if the kids would like it or not. They actually enjoyed it very much.  Each was able to pick their own painting and got personal instruction which was great. They said they would want to do it again.  Success!!!",4
Arts & Entertainment,"Paint and party was TURNT. Had a blast with the squad, Donna was down, she's awesome. Come through for a good time! It's lit fam.",5
Arts & Entertainment,"I came here for a private party and had a blast. Donna was the hostess and had everything all set out for us when we arrived.

On this particular outing we were painting glasses. There were several types of paints (the types escape me) and various sizes brushes. Donna gave us templates to choose from, tips and tricks, and encouraged our artistic creativity to flow. She also was quick to grab extra paint, brushes, alcohol, water, whatever we needed.

Classes can be private or you can walk on. There are various mediums to choose. Various paint patterns. Stencils too!

Definitely a fun and creative way to spend an evening or an afternoon. Donna is great! Definitely a great studio and warm, friendly environment.",5
Arts & Entertainment,"My husband and I came to this plaza for the movie and diner, we stumble up this secret spot for art lovers. The paint workshop has everything I need to paint a picture of my choice, great place to spend some time, for yourself/with friends or they host parties too. Good for all ages, you will get all the help and advise or just do your thing. Will definitely be back.",5
Arts & Entertainment,"Donna, the owner, is very sweet. She is extremely helpful and allows you to be creative. It's nice that you can choose what painting you'd like to do. It's also cheaper than other painting studios.",5
Arts & Entertainment,"If you're looking for an unique painting party experience, this is the place for you. I have no desire to check out the other wine and canvas places bc they always look packed, over priced and everyone is doing the same picture...boooring. At paint and party you can walk down the hallway and check out all the paintings; see what inspires you. Or you can create your own masterpiece straight from your noggin. If you want lots of help it's available, or if you're more of a solo painter and just need someone to change your water and refill your paints then that's available too. I've been here 4 times and it's one of my favorite places; great for birthdays, dates, and Mother's Day. I recommend it to everyone.",5
Arts & Entertainment,"Considering my less than glowing feelings about the ""Immortal"" show, I wanted to see if anything could be salvaged out of this rush of new MJ related entertainment.  So in order to try to find some sort of balance and sense out of this experience, I tried this ""Fan Fest"".  Was this truly ""for the fans""?

I'd have to say ""Yes"".

It's striking how a bunch of inanimate objects and some livelier selections in music tracks could provide a much more entertaining event.  This event focused on costumes, props and sets from his music videos and live performances, numerous awards, and a glittering wardrobe and attention to lavishness that would give even Liberace pause.

Best of all, it was far more interactive than your average self-guided tour.  The staff encouraged you to sit on some of the prop items, and were all too happy to take photos.  The room was alive with Jackson's more pop and rock driven tunes, and while it played a slow song every once in awhile, it wasn't as heavy as the Cirque show was.  This seemed more like a celebration than the actual ""tribute"".

But how could one not be charmed by a recreation of his study with bookshelves and giant chess set, or the popcorn and ice cream trolleys from the Neverland estate, or a sampling of his arcade games, or the massively huge castle, or the Disney created dioramas that used to be in his movie theater?  There were also the lavish interiors of his numerous cars, or the collection of fan art, or people playing the Wii version of ""Michael Jackson: The Experience"".  Seriously, for someone who mourned the loss of his childhood, he had an amazing adulthood.  Or at the very least, he had some REALLY cool things to play with.  I was excited for the chance to play with the few items offered.

But the Fan Fest wasn't as large as I would have hoped (I know, we're never really satisfied, are we?).  After seeing online catalogs of an auction that would have taken place to sell his things years back, this almost felt like the tip of the iceberg of what could have been seen.

Don't believe me?  Here:

http://www.juliensauctions.com/auctions/2009/michael-jackson/catalog-list.html

Some of these things were at the Fan Fest, but you just wanted to experience more.

Regardless, I had fun at this Fest.  To see these things up close, and in select cases, touch them, made for a very personal, informative, and entertaining tour.  It makes me wish that they would just turn Hacienda Palomino (his old stomping grounds here) into a museum, because I think THAT would just be awesome.",5
Arts & Entertainment,"Would I have paid the full $30+ per person ticket? Probably not. But I snatched a deal on Living Social for tickets to the Cirque de Soleil show as well as the fanfest- totally worth it. The fanfest is basically a showcase of MJ's props, clothes, memorabilia and more. They have a recreation of his living room, the castle he had made for his house, the video games he had at neverland. 

There were lots of staff and everyone was super friendly and enthusiastic. They were always offering to take pictures of you by the props and music video backgrounds. You could sit in the same chair he sat in- it's all rather nostalgic. The number of sparkly gloves- too many to count, I was distracted by the shiny. 

All in all, a great oppurtunity to see the blood, sweat, and materials that went into Michael's life and music. Check it out.",4
Public Services & Government,Great landfill. Most of its inside and well maintained the only landfill that doesn't stink!!! If your a city of Phoenix residence you are allowed one free dump so go check it out!,5
Public Services & Government,"I can't say I have very much dump experience, but I think this place would spoil a visit at any other dump. It's well organized, the people are friendly and best of all, it doesn't completely reek! The last time I was there, they gave us a friendly reminder that any uncovered load would be fined starting soon. So remember that you must throw a tarp over your stuff, no matter how little!",5
Public Services & Government,What a line on the weekend....the people in the office could be more organized and the rent a cop could stop trying to wave his arms and talk less!  Get people in and out!,1
Public Services & Government,Citizens of Phoenix utilize a benefit that you pay for monthly!!!!  Bring an id and a current water bill and drop your bulk trash monthly!  Thus place is awesome and if you have a child bring them for the display of heavy machinery at work. I love coming here although it is a chore it removes unwanted bulk items from my home. Time to live yelpers!!!,5
Public Services & Government,"Best freakin dump ever haha. Helpful employees, doesn't stink, and well organized. Seriously awesome!",5
Restaurants,"A good neighborhood Indian restaurant. Food is tasty, service and setting is nice.",3
Restaurants,"This is A-OK Indian food in Verdun. They have quick delivery and the food is ok. Of course I have tasted better, but that would mean that I would need to go to Parc Extension or Downtown to get better stuff. If you live in Verdun, this is a good place to order your take out or delivery from.

I have not actually sat in the restaurant, but I have walked by it, and it seems ok.",2
Restaurants,"Bon resto indien, bon rapport qualité / prix !",4
Restaurants,"WARNING - never eat here.
I went here for dinner with my wife and I don't think we ever had such terrible food. We ordered lamb biryani and mushroon biryani, both dishes were horrible. The lamb meat was stale. We could not eat more than few bites and had to send the food back. Also, the service there is not good, we asked the waiter twice to get a glass of hot water but he never got one. Dishes are very expensive for the quantity they provide.
Finally, it is not an authentic Indian restaurant (even though they use name of New Delhi), but they are actually from Bangladesh.
Don't ever dare to eat here.",1
Restaurants,Worst service ever. They will make cheap replacements without warning you. American cheese has no place in Indian food instead of accepting their mistake they made the same dish again using American cheese again except cut up smaller to try to hide it. Then refused to refund when I decided I didn't want it.,1
Restaurants,"Products are good but preparation and service is so slowwwww... don't trust the indicative time they d give you if you ask, add 50% to it.",2
Restaurants,"Tres bonne nouriture. Souvent nous le commandons par telephone et allons le chercher. 

Avons mange quelques fois sur place. Deco sympathique. Sieges moins confortables avec les coussins. Mais la nourriture vaut la peine.",4
Restaurants,Ordered a take away twice.  The pizzas were extremely delicious. The smoky flavour of the tandoori meats was delightful. Indian food however was mediocre. Nothing for which you might want to make a special visit since it's not cheap either.,3
Public Services & Government,Usually in the past they have been pretty fast and getting people through.  At least that has been my experience. I'm here several times a year relating to my daughter.  Today is not that case. They have more windows then I have evr seen open at once with sllllooowwweesstt service I have ever seen.,3
Public Services & Government,If you need a replacement card..save yourself the time and go to the Buffalo location.  Wasted 45 Minutes here.  Put that on your memo board!,1
Public Services & Government,"Went all the way there on a Wednesday at 2:00 PM (the middle of the week) and they were closed.  For no reason and with no warning on the website, they close at noon on Wednesdays.",1
Public Services & Government,"It's Social Security so obviously expectations on customer service is already low to begin with but during my recent visit to this office, the customer service I experienced was beyond contempt. I usually don't like pointing fingers cause I think it's unfair but I feel that it's important to be specific or else my experience would fall on deaf ears. Beware not to get the customer service representative that speaks with a Spanish like accent, she was continuously condescending and belittling to the point I had to summon a supervisor since the miscommunication got so bad that I couldn't communicate with this person on a intelligent level.  You would think that people employed here would have some type of customer service qualification or have a social service background that requires a certain level of compassionate and sympathetic demeanor since their position requires everyday contact with people, I honestly don't know how this particular Social Security person I had the unfortunate luck of transacting with at this office gets hired here, it is so blatantly obvious that this line of work is not suited for this female representative. I won't need to post any pictures or names, if you have trouble understanding her and feel like she is condescending than you will know who I'm talking about.",1
Public Services & Government,"Sick Sadistic Bureaucratic Clowns run this place. The ""security guard"" plays with his ""smart phone"" and is not very aware but packs a .45. Not very smart haha...I'd fire him, incompetent. One man was with his grandad trying to get help filling out forms due to inability from a seizure disorder, denied assistance. Another man on oxygen was having a difficult time with another SSA worker just to get copies of a few medical records to submit and was told ""we don't make copies"" right after he copied something. He told the SSA man ""If you can't do your job then find a new job.""  My 90 year old mother was denied my assistance to help her understand and hear and is hearing and physically impaired. My sister was denied my assistance and is also disabled. I was told to sit down and was denied my right to help my family understand and go through a process that we pay for through taxation. They used repeated threats of calling the security guard on myself and others that were there for help. One SSA woman was talking about my sister, making snotty derogatory untrue statements within her presence. When I confronted her, she demanded I leave the room and I did so and said ""I am writing you up"", pointing to the woman and walked out. There was no provisions or concerns for people which are disabled and there were many there including my family. The wait time was 1.5 hours in the first line. Total time was about 3 hours. Government.",1
Public Services & Government,"If I could give zero stars I would. I arrived 30 minutes prior to opening and the line was already long and out the door. 
I waited 45 minute once doors opened to get up to front lobby to see a hand written sign that says no cards here, must go to South Buffalo location. Maybe, just maybe, they should put that out by front door so as to not waste people's time. Totally ridiculous. 
***no social security cards cards issued here***",1
Public Services & Government,"Yelp has the location incorrect. The Yelp map took me about 2 streets south of where the office is located. The office is off of Eastern and Coronado Center Dr, not Eastern and Sunridge Heights. It is in the same plaza as Hooters, U-Swirl, Massage Heights etc. and NOT in the plaza by Egg Works. 


Anyways, on to my review! I got there about 10:30am, and was out of there by noon. I was expecting to be there for much longer, because the place was packed when I arrived, but was thrilled to be in and out in less than 2 hours. I'm not sure how their wait system works, because some people who were there before me were still there when I left. And some people who arrived after I did were out of there before I was. 

But the man at the check in desk and the lady that helped me at the window were both nice and respectful towards me, so that's awesome! (And hence the 4 stars) The only thing I didn't like was how you have to tell the person at check in your SSN. People in line behind you can probably hear.",4
Public Services & Government,"Went to this location to register for Social Security. Three hours before we were out the door. Got home and had a call from the woman that helped us and she informed us that she did the paperwork wrong. She said we should pay this incorrect amount ($200 too much per month) until Social Security catches it, and sends me a refund. WOW.....she must have a lot more money than I do.
The thing she did wrong, was something we brought to her attention three times while we were there. She kept insisting that she was right and we were wrong. Now, because of her mistake we have another 100 hoops to jump through!",1
Public Services & Government,"Social security cards,  names changes,  citizenship updates are done at the 1250 S BUFFALO Dr office.",5
Local Flavor,"Want to know the steepest street in the world?  Is it Lombard Street in San Francisco?  No, it's right here in Pittsburgh and it's Canton Avenue!  Canton Avenue is an obscure little street tucked into a corner of Beechview.  It's a block long between Hampshire Street and Coast Avenue.  There is a northern stub, blocked off by Jersey barriers, but what it once led to, I have no idea.   I passed by it when I had to do a site visit for work and I thought, ""Holy macaroni!""  The second drop on Kennywood's Phantom's Revenge doesn't seem as steep as this!  And I always thought nearby Boustead Street was bad!  

So when I came home, I looked it up.  Did you know that Canton Avenue has its own entry in Wikipedia?  According to the entry, Canton Avenue has a grade of 37%.  That means in 10 ft of horizontal distance, the elevation changes by 3.7 feet.  Let's look at it another way.  The Mon Incline has a grade of 35 degrees, 35 minutes.  The Duqusene Incline has a 30 degree angle.  Okay, so I exaggerated on the Phantom's Revenge--that ride has a 46 degree angle drop.  

No matter, this street is almost gravity-defying!  Could you imagine going down this on ice and snow?  Or trying to get up it with a manual transmission?  Could one of those little Smart Cars even make it up this thing?  

Or imagine this hill in horse-n-buggy days!

Just go to Google Maps, type in the above address, go to ""Streetview"" and follow Canton Avenue downhill.  You'll see!

UPDATE 02/28/2012:  I had a look at Streetview on Google Maps.  This street is so steep, you cannot drive downhill on it.  Halfway down the block from Hampshire Ave, there are ""Do Not Enter"" signs.  Presumably this is to allow access to the few houses via the easier (easier being a relative thing) grade from Hampshire Ave.",5
Local Flavor,One scary street! Don't drive down it unless you want to wreck your car!,1
Local Flavor,"Yeah it's steep, but it can be safely driven. Definitely keep off this street if its A: Snowing, 2: going to snow, C: you've been drinking, 4: you plan on drinking, E5: you have vertigo, E5b, you plan on getting vertigo and finally, 6: you're planning on selling the car you use to travel this hill. It's a unique part of Pittsburgh and its he land upon which the city is built.",5
Local Flavor,"Hmm. One star or five stars? One star for being absolutely dangerous. It is such a ridiculous grade that, yes maybe it should be illegal. How would you even access it at all in the winter? There are people living on this street but it would be completely impossible to drive up or down with snow on it. Actually believe it or not, it's even too steep to drive on it when it's wet. Driving down it Is actually illegal, but do it anyways to get the full experience. 

I shall give it five stars. For being the steepest street in the world. For its vast amount of character. Character above practicality in this case. It's an old cobblestone street that is not very kept up. You could argue that that is a bad thing. Nah, I say. More character. Where but Pittsburgh would you find a street like this?",5
Local Flavor,"To the reviews who say this street is too steep to drive on and give it one star, I say ""duh"". 

I found this spot thanks to Atlas Obscura. After decades of traveling back and forth to the Pittsburgh area to visit family I'm constantly looking for new opportunities to explore. 

Yes, it does appear to be the steepest street in America with 37% grade. 

No, there are not any markers or signs for those of us liking to learn more. Womp womp.",3
Public Services & Government,Well I have to say for a court I was treated fair and had no issues with anything. The judge I had was very professional and I feel I was treated fairly by him.,3
Public Services & Government,It was super quick to get a marriage license here. Came in at 8:23 and left by 8:40. All it took was a little money and a few moments away from my drivers license now I'm inches away from being married. The workers didn't look to friendly but I suppose that's how they wanted to have the professional look? Come here for quick service for sure.,4
Restaurants,"S'il est vrai que pour moi l'ambiance d'un restaurant est importante, très même, à quoi peut servir une belle déco et une vue imprenable sur le tarmac et sur les avions (hey pour ceux qui comme moi adorent l'aviation c'est génial), si la nourriture est moyenne?
Ce restaurant est un vrai «attrape touriste» alors un conseil: Mangez AVANT d'entrer dans la zone réglementé, mangez chez vous, ou encore... attendez sagement votre repas d'avion.... c'est à peu près pareil!",2
Restaurants,"Si j'étais vous j'éviterais. La qualité de la nourriture est mauvaise, le service précipité et les prix élevés pour ce qui est servis. Pour moi ce n'est pas même pas du niveau de la cafétéria d'école et pire que de la nourriture d'avion.",1
Restaurants,"À éviter scrupuleusement. C'est très cher, la qualité est lamentable, il n'y a que la vue (si on aime regarder les avions) et le service rapide et souriant qui sauvent le tout d'une seule étoile pointée.",2
